"SURVEY","SUMMARY_DEPTH","YEAR","SPECIES_CODE","LENGTH","MALES","FEMALES","UNSEXED","TOTAL"
"GOA",992,2015,30152,280,0,6337,0,6337
"GOA",993,2015,30152,500,0,21233,0,21233
"GOA",991,2015,30152,510,0,11973,0,11973
"GOA",992,1984,30150,340,365599,235928,0,601527
"GOA",994,1984,30150,430,6448,6448,0,12896
"GOA",993,1984,30150,430,48715,86509,8405,143629
"GOA",991,1984,30150,440,10110,0,0,10110
"GOA",992,1984,30150,560,0,0,6167,6167
"GOA",991,1984,30150,360,76161,115459,0,191620
"GOA",991,1984,30150,420,0,7816,0,7816
"GOA",992,1984,30150,280,3388,3177,0,6564
"GOA",992,1984,30150,530,0,12510,0,12510
"GOA",992,2019,30152,500,517431,1274666,0,1792097
"GOA",992,2009,30152,470,3318218,2157432,0,5475650
"GOA",991,2009,30152,210,95800,58122,0,153922
"GOA",992,1984,30150,310,106388,27441,0,133829
"GOA",993,1984,30150,410,136146,166819,32771,335736
"GOA",992,1984,30150,450,64664,126181,189460,380305
"GOA",992,1993,30150,460,1026218,2353979,0,3380197
"GOA",991,2019,30152,450,43706,68706,0,112413
"GOA",993,2015,30152,410,28614,19587,0,48201
"GOA",993,2015,30152,450,173131,136916,0,310047
"GOA",991,1984,30150,290,10110,0,0,10110
"GOA",993,1984,30150,440,11907,47467,0,59375
"GOA",991,1984,30150,460,0,13486,0,13486
"GOA",992,1993,30150,420,1085701,587730,0,1673431
"GOA",991,1993,30150,310,996777,1125049,0,2121826
"GOA",992,1993,30150,330,7633,36744,0,44378
"GOA",992,2019,30152,520,66979,296053,0,363032
"GOA",992,2015,30152,320,0,90472,0,90472
"GOA",992,1993,30150,270,0,5416,0,5416
"GOA",993,1993,30150,420,104455,20511,0,124966
"GOA",993,1993,30150,450,147413,196450,0,343864
"GOA",991,1993,30150,410,297382,496010,0,793392
"GOA",991,1993,30150,490,11124,32883,0,44007
"GOA",991,1993,30150,560,0,16442,0,16442
"GOA",992,2019,30152,350,209384,309240,15898,534521
"GOA",992,2019,30152,510,224890,701182,0,926072
"GOA",993,2019,30152,360,14356,16469,0,30825
"GOA",993,2015,30152,390,0,30421,0,30421
"GOA",991,2009,30152,350,118575,84673,0,203248
"GOA",991,2009,30152,190,23928,47857,0,71785
"GOA",992,2009,30152,370,92493,51715,0,144208
"GOA",991,2009,30152,340,191250,106429,0,297679
"GOA",991,2009,30152,380,115128,187170,0,302298
"GOA",992,1984,30150,300,57566,13091,0,70658
"GOA",993,1984,30150,350,3807,0,1299,5106
"GOA",992,1993,30150,390,304283,247128,0,551410
"GOA",991,1993,30150,340,1293886,900778,0,2194664
"GOA",991,1993,30150,330,1457461,920118,0,2377579
"GOA",991,1993,30150,380,1182847,1153197,0,2336044
"GOA",994,1993,30150,430,0,7001,0,7001
"GOA",991,1993,30150,270,682389,334870,0,1017259
"GOA",992,1993,30150,370,147323,189066,0,336389
"GOA",991,2015,30152,240,27712,0,0,27712
"GOA",991,2015,30152,200,14639,0,0,14639
"GOA",991,2015,30152,300,0,26968,0,26968
"GOA",991,2015,30152,340,0,12355,0,12355
"GOA",992,1984,30150,500,0,9603,0,9603
"GOA",992,1984,30150,400,918310,999845,564104,2482259
"GOA",992,1984,30150,370,388071,648157,50013,1086240
"GOA",992,1984,30150,440,134060,248609,292441,675111
"GOA",992,1993,30150,310,41390,22129,0,63518
"GOA",992,1993,30150,380,268113,170437,0,438550
"GOA",991,1993,30150,440,105568,156016,0,261585
"GOA",992,1993,30150,280,10239,0,0,10239
"GOA",992,1993,30150,510,0,22407,0,22407
"GOA",992,2015,30152,390,293303,225340,0,518643
"GOA",992,2015,30152,450,959840,959825,0,1919665
"GOA",992,2015,30152,490,555859,804812,0,1360672
"GOA",991,1984,30150,320,33103,30809,0,63912
"GOA",992,1993,30150,160,0,0,8510,8510
"GOA",991,1993,30150,510,0,32883,0,32883
"GOA",992,1993,30150,450,1854716,1747635,0,3602351
"GOA",992,2015,30152,440,747729,796898,0,1544627
"GOA",993,2015,30152,400,31362,0,0,31362
"GOA",991,2015,30152,440,12355,24709,0,37064
"GOA",992,2015,30152,520,24601,273833,0,298433
"GOA",991,1984,30150,410,13486,62784,0,76270
"GOA",991,1984,30150,370,95828,114920,0,210748
"GOA",993,1984,30150,460,0,27784,0,27784
"GOA",993,1984,30150,360,0,16962,0,16962
"GOA",991,1984,30150,390,130552,35851,0,166403
"GOA",992,2015,30152,420,445192,441024,0,886216
"GOA",993,2015,30152,380,12424,0,0,12424
"GOA",991,2015,30152,290,13073,16026,0,29099
"GOA",991,2015,30152,330,18557,17268,0,35825
"GOA",991,2015,30152,370,50814,24709,0,75524
"GOA",992,1984,30150,420,520999,671715,572395,1765108
"GOA",992,2015,30152,310,55391,61665,0,117056
"GOA",992,2015,30152,360,90472,178171,0,268643
"GOA",992,2015,30152,400,240445,291582,0,532027
"GOA",992,2015,30152,410,425360,328013,0,753372
"GOA",993,2015,30152,480,53083,159471,0,212554
"GOA",991,2005,30152,240,158790,50012,0,208802
"GOA",991,2005,30152,300,85725,466277,0,552002
"GOA",992,2005,30152,400,1620205,1224415,0,2844620
"GOA",991,2005,30152,310,976706,235273,0,1211979
"GOA",992,2005,30152,370,212196,285963,0,498159
"GOA",991,2005,30152,460,13958,465733,0,479691
"GOA",992,2005,30152,410,2241915,1782629,0,4024544
"GOA",993,2005,30152,510,0,10489,0,10489
"GOA",992,2005,30152,530,0,49645,0,49645
"GOA",991,2017,30152,490,133976,32952,0,166928
"GOA",992,2017,30152,410,1590863,1186300,0,2777163
"GOA",992,2017,30152,400,1265035,1254531,0,2519566
"GOA",993,2017,30152,460,0,66072,0,66072
"GOA",991,2017,30152,470,33494,99940,0,133434
"GOA",992,2005,30152,510,112189,707921,0,820110
"GOA",992,2005,30152,420,3360487,2848281,0,6208768
"GOA",991,2005,30152,450,183462,468862,0,652323
"GOA",991,2005,30152,170,47675,32661,0,80336
"GOA",991,2005,30152,230,78604,41661,0,120265
"GOA",991,2005,30152,270,90666,12575,0,103241
"GOA",993,2005,30152,470,39672,55464,0,95136
"GOA",992,2005,30152,550,7351,8124,0,15475
"GOA",991,2017,30152,300,0,22875,0,22875
"GOA",992,2017,30152,260,14120,14120,0,28239
"GOA",993,2017,30152,390,0,16366,0,16366
"GOA",991,2017,30152,330,0,102813,0,102813
"GOA",992,2019,30152,290,53416,35694,0,89110
"GOA",991,2019,30152,420,211860,357127,0,568987
"GOA",992,2019,30152,570,0,35173,0,35173
"GOA",991,2005,30152,510,0,44118,0,44118
"GOA",992,2005,30152,320,55174,30706,0,85880
"GOA",993,2005,30152,370,31492,24634,0,56126
"GOA",991,2005,30152,160,102133,0,0,102133
"GOA",992,2005,30152,360,193109,177686,0,370795
"GOA",991,2005,30152,290,240787,261287,0,502074
"GOA",991,2005,30152,470,0,367941,0,367941
"GOA",992,2019,30152,430,3081283,2445263,0,5526546
"GOA",992,2019,30152,330,174448,38401,0,212850
"GOA",992,2005,30152,300,61411,30706,0,92117
"GOA",991,2005,30152,530,0,30160,0,30160
"GOA",992,2019,30152,380,1360282,1165890,0,2526173
"GOA",992,2019,30152,410,2781947,2037856,15898,4835700
"GOA",992,2019,30152,370,704842,616347,0,1321189
"GOA",992,2019,30152,480,1360279,2070920,0,3431199
"GOA",993,2019,30152,460,63598,60541,0,124139
"GOA",993,2019,30152,400,73045,41045,0,114090
"GOA",992,2019,30152,270,17161,0,0,17161
"GOA",992,2005,30152,460,6046131,5530198,0,11576329
"GOA",993,2005,30152,420,133027,109014,0,242040
"GOA",992,2005,30152,470,3750118,5054490,0,8804609
"GOA",992,2005,30152,350,63386,30706,0,94092
"GOA",992,2017,30152,380,708353,526396,0,1234749
"GOA",991,2017,30152,380,88779,98053,0,186832
"GOA",992,2017,30152,360,597453,474467,0,1071919
"GOA",993,2017,30152,480,11291,48701,0,59992
"GOA",993,2005,30152,440,161198,111659,0,272858
"GOA",992,2005,30152,480,1788701,4759408,0,6548110
"GOA",993,2017,30152,400,82365,7790,0,90155
"GOA",992,2017,30152,530,53013,161283,0,214297
"GOA",991,2019,30152,330,136816,39864,0,176680
"GOA",993,2005,30152,480,27800,104086,0,131886
"GOA",991,2005,30152,420,986946,1413629,0,2400576
"GOA",991,2017,30152,480,56369,231228,0,287598
"GOA",991,2017,30152,450,0,30626,0,30626
"GOA",992,2017,30152,520,24312,227711,0,252023
"GOA",992,2017,30152,270,0,12399,0,12399
"GOA",991,2017,30152,420,63578,66988,0,130566
"GOA",993,2017,30152,500,0,9895,0,9895
"GOA",992,2019,30152,420,2760674,2768463,0,5529137
"GOA",991,2019,30152,290,96404,27813,0,124217
"GOA",991,2019,30152,410,154176,185590,0,339766
"GOA",993,2005,30152,390,49704,35123,0,84827
"GOA",991,2005,30152,390,1395817,893581,0,2289398
"GOA",994,2005,30152,460,6464,21070,0,27534
"GOA",991,2005,30152,250,154756,107554,0,262310
"GOA",991,2005,30152,210,78663,25787,0,104450
"GOA",991,2017,30152,350,99398,54567,0,153965
"GOA",993,2017,30152,370,0,8576,0,8576
"GOA",992,2017,30152,250,14120,0,0,14120
"GOA",991,2017,30152,370,33494,89317,0,122811
"GOA",991,2017,30152,290,22455,0,0,22455
"GOA",992,2017,30152,370,631856,812476,0,1444332
"GOA",991,2019,30152,440,100120,141253,0,241374
"GOA",991,2019,30152,460,48774,48774,0,97548
"GOA",993,2019,30152,480,27815,0,0,27815
"GOA",993,2005,30152,350,0,8135,0,8135
"GOA",992,2017,30152,450,974019,1044712,0,2018731
"GOA",991,2017,30152,320,38874,22875,0,61749
"GOA",992,2017,30152,490,583218,1165211,0,1748429
"GOA",992,2017,30152,470,1285762,1303232,0,2588994
"GOA",992,2017,30152,310,383967,223232,0,607200
"GOA",992,2017,30152,430,1146456,1826463,0,2972918
"GOA",993,2017,30152,410,55065,46931,0,101996
"GOA",991,2019,30152,490,48774,0,0,48774
"GOA",992,2019,30152,490,575700,1681966,0,2257665
"GOA",992,2017,30152,560,0,31949,0,31949
"GOA",991,2017,30152,460,97614,64120,0,161734
"GOA",992,2017,30152,550,0,24860,0,24860
"GOA",993,2017,30152,450,0,44882,0,44882
"GOA",991,2017,30152,360,74553,65904,0,140457
"GOA",991,2017,30152,530,0,66988,0,66988
"GOA",991,2017,30152,390,48950,32952,0,81902
"GOA",991,2017,30152,440,100482,66988,0,167470
"GOA",993,2017,30152,420,0,58857,0,58857
"GOA",994,2017,30152,480,0,38207,0,38207
"GOA",991,2017,30152,430,22875,0,0,22875
"GOA",992,2019,30152,530,10727,131286,0,142013
"GOA",992,2019,30152,540,0,65639,0,65639
"GOA",991,2019,30152,360,262849,140748,0,403597
"GOA",991,2005,30152,410,535314,873026,0,1408341
"GOA",991,2005,30152,380,3058690,1416094,0,4474785
"GOA",993,2005,30152,500,0,65018,0,65018
"GOA",993,2005,30152,460,117491,175003,0,292494
"GOA",992,2017,30152,280,14120,14120,0,28239
"GOA",991,2017,30152,340,65904,0,0,65904
"GOA",992,2017,30152,390,822662,601039,0,1423700
"GOA",992,2017,30152,460,1331927,1128728,0,2460654
"GOA",991,2019,30152,310,73419,79159,0,152578
"GOA",991,2019,30152,390,256869,590230,0,847098
"GOA",991,2019,30152,300,77019,27813,0,104833
"GOA",993,2019,30152,370,31830,46456,0,78286
"GOA",991,2019,30152,170,0,17066,0,17066
"GOA",993,2019,30152,410,104974,26860,0,131834
"GOA",991,2017,30152,270,21615,0,0,21615
"GOA",991,2005,30152,280,63706,47116,0,110823
"GOA",991,2005,30152,200,60104,0,0,60104
"GOA",993,2005,30152,410,104720,90923,0,195643
"GOA",992,2005,30152,340,10996,45818,0,56814
"GOA",992,2017,30152,480,908245,1304592,0,2212837
"GOA",992,2017,30152,510,106547,406295,0,512842
"GOA",992,2017,30152,420,1122581,1189161,0,2311742
"GOA",992,2017,30152,500,272496,534428,0,806924
"GOA",993,2017,30152,430,67433,38744,0,106177
"GOA",992,2017,30152,300,95862,84717,0,180579
"GOA",993,2019,30152,490,9215,18600,0,27815
"GOA",992,2019,30152,400,1718076,1864945,0,3583021
"GOA",992,2019,30152,460,2406205,2302731,0,4708936
"GOA",991,2005,30152,150,0,7269,0,7269
"GOA",991,2005,30152,350,1522293,1021603,0,2543896
"GOA",992,2017,30152,350,446461,248169,0,694630
"GOA",991,2017,30152,230,18467,0,0,18467
"GOA",991,2017,30152,410,0,66446,0,66446
"GOA",993,2017,30152,490,0,97403,0,97403
"GOA",991,2017,30152,400,121306,65904,0,187210
"GOA",993,2017,30152,470,0,8576,0,8576
"GOA",992,2017,30152,330,297805,260846,0,558651
"GOA",991,2017,30152,240,25477,21615,0,47092
"GOA",992,2019,30152,450,2563709,2433792,0,4997502
"GOA",991,2019,30152,430,68706,177277,0,245984
"GOA",991,2019,30152,140,17066,0,0,17066
"GOA",993,2019,30152,430,153972,252346,0,406319
"GOA",991,2005,30152,440,310260,624050,0,934311
"GOA",991,2017,30152,310,65904,42696,0,108600
"GOA",991,2019,30152,370,75018,128504,0,203522
"GOA",992,2019,30152,360,375153,391429,15898,782480
"GOA",993,2019,30152,470,66912,78971,0,145883
"GOA",991,2019,30152,190,0,38630,0,38630
"GOA",992,2019,30152,550,0,43749,0,43749
"GOA",992,2017,30152,340,220754,209692,0,430447
"GOA",991,2005,30152,190,120401,14481,0,134882
"GOA",992,2005,30152,500,284753,1521792,0,1806545
"GOA",991,2005,30152,400,1184999,1033000,0,2217999
"GOA",991,2005,30152,320,575162,1012219,0,1587381
"GOA",991,2005,30152,340,1346525,946897,0,2293423
"GOA",991,2005,30152,360,2850631,2447399,0,5298030
"GOA",992,2005,30152,520,0,331264,0,331264
"GOA",993,2005,30152,380,42088,0,0,42088
"GOA",991,2005,30152,490,0,199731,0,199731
"GOA",992,2005,30152,540,7351,26640,0,33991
"GOA",992,2017,30152,440,1190824,1472152,0,2662975
"GOA",991,2017,30152,280,0,22875,0,22875
"GOA",991,2017,30152,520,0,33494,0,33494
"GOA",991,2005,30152,480,44118,626632,0,670750
"GOA",991,2005,30152,370,1409336,1290956,0,2700291
"GOA",992,2005,30152,490,579399,2570102,0,3149501
"GOA",991,2005,30152,260,58656,66126,0,124781
"GOA",991,2005,30152,220,32661,118291,0,150952
"GOA",994,2005,30152,370,11927,0,0,11927
"GOA",993,2005,30152,360,0,49267,0,49267
"GOA",994,2005,30152,470,0,10630,0,10630
"GOA",992,2017,30152,320,327886,274833,0,602719
"GOA",993,2017,30152,440,57209,27810,0,85018
"GOA",992,2017,30152,290,28239,11439,0,39678
"GOA",992,2005,30152,330,61411,30706,0,92117
"GOA",993,2005,30152,400,66934,50092,0,117026
"GOA",992,2005,30152,430,4521649,5079605,0,9601254
"GOA",992,2005,30152,390,803762,688405,0,1492167
"GOA",991,2001,30152,210,71846,0,0,71846
"GOA",991,2001,30152,340,401303,178964,0,580267
"GOA",991,2001,30152,360,263781,387071,0,650852
"GOA",992,2009,30152,250,26586,13293,0,39879
"GOA",992,2009,30152,340,0,26586,0,26586
"GOA",993,2001,30152,470,13830,0,0,13830
"GOA",992,2001,30152,270,53393,0,0,53393
"GOA",992,2001,30152,510,0,38065,0,38065
"GOA",991,2001,30152,440,38764,38764,0,77529
"GOA",992,2001,30152,530,0,16375,0,16375
"GOA",991,2001,30152,300,155218,234563,0,389781
"GOA",993,2001,30152,460,0,13830,0,13830
"GOA",991,2009,30152,390,113718,132199,0,245917
"GOA",991,2009,30152,270,101513,66739,0,168252
"GOA",992,2009,30152,490,1249807,1509386,0,2759193
"GOA",991,2001,30152,320,510136,225516,0,735652
"GOA",993,2007,30152,420,53227,137658,0,190884
"GOA",992,2007,30152,510,30348,289121,0,319469
"GOA",991,2007,30152,380,390607,500739,0,891346
"GOA",991,2007,30152,420,58725,171602,13469,243796
"GOA",993,2007,30152,380,0,9326,0,9326
"GOA",991,2007,30152,280,0,36302,0,36302
"GOA",991,2007,30152,390,628773,483335,0,1112108
"GOA",992,2007,30152,340,14699,28413,0,43112
"GOA",991,2009,30152,310,70917,286653,0,357570
"GOA",993,2009,30152,390,0,10306,0,10306
"GOA",991,2009,30152,370,23311,122073,0,145384
"GOA",991,2001,30152,420,295257,217329,0,512586
"GOA",991,2001,30152,230,79649,0,0,79649
"GOA",991,2001,30152,250,38764,47041,0,85806
"GOA",992,2007,30152,390,701047,714921,0,1415968
"GOA",992,2007,30152,320,0,28156,0,28156
"GOA",991,2007,30152,430,175821,177062,0,352883
"GOA",991,2007,30152,410,252552,490227,0,742779
"GOA",991,2009,30152,330,164295,49576,0,213871
"GOA",991,2009,30152,490,0,12798,0,12798
"GOA",993,2001,30152,450,0,12614,0,12614
"GOA",993,2001,30152,390,51052,0,0,51052
"GOA",991,2001,30152,430,271350,293616,0,564966
"GOA",992,2001,30152,400,357132,518484,0,875615
"GOA",991,2007,30152,490,0,47419,0,47419
"GOA",991,2007,30152,270,30337,11144,0,41481
"GOA",993,2007,30152,500,0,12386,0,12386
"GOA",993,2007,30152,460,61343,267610,0,328953
"GOA",993,2009,30152,450,121825,95287,0,217112
"GOA",991,2009,30152,410,11768,77852,0,89620
"GOA",992,2001,30152,490,102558,350602,0,453160
"GOA",991,2001,30152,190,117493,0,0,117493
"GOA",992,2001,30152,320,91505,30977,0,122482
"GOA",992,2007,30152,420,3275783,1758690,0,5034472
"GOA",992,2007,30152,460,2161769,2366142,0,4527911
"GOA",993,2007,30152,490,25968,160476,0,186444
"GOA",991,2007,30152,350,328311,325246,0,653556
"GOA",991,2007,30152,360,132227,402521,0,534748
"GOA",992,2007,30152,500,113225,694564,0,807789
"GOA",992,2009,30152,360,74802,21319,0,96121
"GOA",992,2009,30152,500,630409,1408524,0,2038933
"GOA",991,2009,30152,200,11964,0,0,11964
"GOA",991,2001,30152,310,419228,160841,0,580069
"GOA",993,2007,30152,400,60345,27913,0,88257
"GOA",991,2007,30152,310,11144,45838,0,56983
"GOA",993,2007,30152,510,0,12984,0,12984
"GOA",991,2007,30152,290,15169,26938,0,42107
"GOA",991,2007,30152,160,15169,0,0,15169
"GOA",993,2009,30152,440,105250,61621,0,166871
"GOA",993,2009,30152,510,10968,10968,0,21936
"GOA",991,2009,30152,260,217641,133617,0,351258
"GOA",991,2009,30152,300,232487,253002,0,485489
"GOA",992,2009,30152,380,29627,170647,0,200273
"GOA",992,2009,30152,260,26586,39879,0,66465
"GOA",993,2009,30152,410,14036,11706,0,25742
"GOA",992,2001,30152,480,431119,558453,0,989571
"GOA",992,2007,30152,450,2309182,2132119,0,4441301
"GOA",992,2007,30152,490,439557,1197959,0,1637516
"GOA",992,2007,30152,480,581266,1650718,0,2231984
"GOA",991,2009,30152,500,0,26336,0,26336
"GOA",992,2009,30152,550,22451,0,0,22451
"GOA",991,2001,30152,450,38764,66565,0,105330
"GOA",993,2001,30152,420,0,12818,0,12818
"GOA",993,2001,30152,410,51052,115933,0,166985
"GOA",991,2001,30152,460,0,15177,0,15177
"GOA",992,2001,30152,420,650303,471917,0,1122220
"GOA",992,2007,30152,380,259571,121161,0,380732
"GOA",992,2007,30152,410,1823333,1262126,0,3085459
"GOA",991,2001,30152,370,409954,324048,0,734002
"GOA",992,2001,30152,290,0,60241,0,60241
"GOA",991,2001,30152,380,183670,303895,0,487565
"GOA",993,2001,30152,370,0,51052,0,51052
"GOA",992,2001,30152,460,1262551,784541,0,2047092
"GOA",992,2007,30152,440,2694603,2531718,0,5226320
"GOA",992,2007,30152,470,973031,2193702,0,3166733
"GOA",991,2007,30152,460,10801,48541,0,59342
"GOA",991,2007,30152,470,0,56113,0,56113
"GOA",991,2007,30152,320,86812,82789,0,169601
"GOA",991,2007,30152,400,178489,757179,0,935668
"GOA",993,2007,30152,440,152316,214717,0,367033
"GOA",991,2007,30152,300,46902,51735,0,98637
"GOA",994,2007,30152,420,7383,11721,0,19104
"GOA",991,2009,30152,290,145304,153922,0,299226
"GOA",991,2009,30152,470,12798,25317,0,38116
"GOA",993,2009,30152,490,32312,131247,0,163559
"GOA",991,2009,30152,220,116243,174365,0,290609
"GOA",992,2009,30152,350,66465,39879,0,106345
"GOA",992,2009,30152,280,13293,13293,0,26586
"GOA",991,2001,30152,270,100076,6440,0,106517
"GOA",992,2001,30152,340,167327,60374,0,227701
"GOA",991,2001,30152,280,0,54502,0,54502
"GOA",993,2007,30152,450,145786,146414,0,292199
"GOA",992,2007,30152,430,2878173,1810468,0,4688641
"GOA",991,2007,30152,330,75851,74023,0,149874
"GOA",991,2009,30152,240,302573,249722,0,552295
"GOA",991,2009,30152,120,0,29345,0,29345
"GOA",993,2009,30152,430,21936,15382,0,37318
"GOA",992,2003,30152,550,0,64482,0,64482
"GOA",992,2003,30152,330,0,68420,0,68420
"GOA",992,2003,30152,250,0,12504,0,12504
"GOA",991,2007,30152,170,9169,0,0,9169
"GOA",993,2007,30152,530,0,14151,0,14151
"GOA",992,2007,30152,260,14699,0,0,14699
"GOA",992,2007,30152,530,0,11323,0,11323
"GOA",992,2007,30152,270,0,11360,0,11360
"GOA",991,2007,30152,440,91676,47735,0,139411
"GOA",993,2007,30152,470,121605,172787,0,294392
"GOA",991,2007,30152,340,302423,234593,0,537015
"GOA",992,2009,30152,420,896323,635055,0,1531378
"GOA",991,2009,30152,360,192471,101805,0,294276
"GOA",992,2009,30152,520,29627,220845,0,250472
"GOA",991,2005,30152,500,0,128904,0,128904
"GOA",992,2005,30152,310,61411,0,0,61411
"GOA",993,2005,30152,530,0,10489,0,10489
"GOA",991,2007,30152,260,10081,27121,0,37202
"GOA",992,2007,30152,350,39458,53979,0,93437
"GOA",993,2007,30152,430,126860,117524,0,244384
"GOA",992,2007,30152,360,20630,126023,0,146653
"GOA",992,2007,30152,520,0,62106,0,62106
"GOA",992,2007,30152,300,14699,14206,0,28906
"GOA",993,2007,30152,390,9326,23444,0,32770
"GOA",993,2009,30152,400,10929,40939,0,51869
"GOA",993,2007,30152,480,40854,163168,0,204022
"GOA",992,2007,30152,370,79610,125865,0,205475
"GOA",991,2007,30152,370,279687,454274,0,733961
"GOA",991,2007,30152,510,0,25402,0,25402
"GOA",991,2007,30152,190,15347,0,0,15347
"GOA",991,2007,30152,180,0,14744,0,14744
"GOA",991,2007,30152,500,0,12908,0,12908
"GOA",991,2007,30152,120,0,0,14744,14744
"GOA",992,2009,30152,480,2009045,1586554,0,3595599
"GOA",992,2009,30152,440,1443628,1504606,0,2948235
"GOA",992,2007,30152,400,1235847,1312816,0,2548663
"GOA",991,2007,30152,250,25249,29489,0,54738
"GOA",992,2007,30152,540,7957,30058,0,38014
"GOA",991,2007,30152,450,32404,134007,0,166411
"GOA",991,2001,30152,220,25636,34749,0,60385
"GOA",992,2001,30152,350,192648,195212,0,387860
"GOA",992,2001,30152,430,608524,561296,0,1169820
"GOA",992,2001,30152,360,300104,183917,0,484021
"GOA",991,2001,30152,480,38764,77529,0,116293
"GOA",992,2001,30152,300,81265,176773,0,258038
"GOA",993,2009,30152,480,87447,133134,0,220581
"GOA",992,2009,30152,410,846810,463809,0,1310619
"GOA",991,2009,30152,420,49854,53088,0,102943
"GOA",993,2009,30152,420,14036,47928,0,61964
"GOA",991,2009,30152,150,0,29061,0,29061
"GOA",991,2001,30152,260,77529,38764,0,116293
"GOA",992,2001,30152,390,522724,414510,0,937233
"GOA",991,2001,30152,330,277224,260638,0,537862
"GOA",992,2007,30152,550,0,60711,0,60711
"GOA",991,2007,30152,480,0,23710,0,23710
"GOA",993,2007,30152,410,34062,46888,0,80950
"GOA",993,2001,30152,320,0,51052,0,51052
"GOA",991,2001,30152,290,337157,193821,0,530978
"GOA",991,2009,30152,440,42926,36013,0,78939
"GOA",991,2009,30152,160,29061,87183,0,116243
"GOA",992,2009,30152,330,20566,13293,0,33859
"GOA",993,2001,30152,400,0,25180,0,25180
"GOA",992,2001,30152,410,617540,573713,0,1191252
"GOA",992,2001,30152,440,779997,724713,0,1504710
"GOA",992,2001,30152,470,701189,893252,0,1594441
"GOA",992,2001,30152,330,102745,70923,0,173668
"GOA",991,2001,30152,390,280940,331106,0,612046
"GOA",991,2001,30152,350,81913,248606,0,330519
"GOA",992,2001,30152,520,13719,21843,0,35562
"GOA",992,2013,30152,430,4185512,2009050,0,6194562
"GOA",992,2013,30152,460,3831185,5622250,0,9453436
"GOA",991,2013,30152,370,125366,250733,0,376099
"GOA",991,2013,30152,180,22381,0,0,22381
"GOA",992,2013,30152,340,107269,49132,0,156402
"GOA",992,2013,30152,280,0,30301,0,30301
"GOA",993,2009,30152,500,0,64624,0,64624
"GOA",991,2009,30152,320,232487,204835,0,437322
"GOA",991,2009,30152,180,41025,0,0,41025
"GOA",992,2009,30152,320,13293,26586,0,39879
"GOA",992,2011,30152,430,2737738,4108087,12227,6858052
"GOA",991,2011,30152,270,10102,0,0,10102
"GOA",993,2011,30152,500,0,49345,0,49345
"GOA",991,2013,30152,200,19083,22381,0,41464
"GOA",992,2013,30152,330,72820,152839,0,225659
"GOA",991,2013,30152,330,41789,16838,0,58626
"GOA",991,2013,30152,520,0,23531,0,23531
"GOA",992,2013,30152,290,36774,56714,0,93488
"GOA",991,2013,30152,230,18069,0,0,18069
"GOA",992,2011,30152,440,3307963,2325436,0,5633398
"GOA",992,2011,30152,500,257052,1096701,0,1353754
"GOA",993,2011,30152,430,141031,158023,0,299054
"GOA",992,2011,30152,460,1967404,3471674,84566,5523644
"GOA",992,2011,30152,200,10111,0,0,10111
"GOA",993,2013,30152,390,26836,26836,0,53673
"GOA",991,2013,30152,280,18069,0,0,18069
"GOA",992,2011,30152,410,1187016,1529460,0,2716476
"GOA",992,2011,30152,510,24227,1213828,84566,1322621
"GOA",991,2011,30152,350,36077,73586,0,109662
"GOA",993,2011,30152,470,47031,144867,0,191898
"GOA",992,2011,30152,280,12510,0,0,12510
"GOA",991,2011,30152,410,246658,231495,0,478153
"GOA",992,2011,30152,420,2430249,1726471,0,4156720
"GOA",993,2011,30152,440,150444,109639,0,260083
"GOA",991,2011,30152,160,0,15684,0,15684
"GOA",991,2011,30152,200,16387,0,0,16387
"GOA",992,2013,30152,490,922840,2129456,0,3052296
"GOA",992,2013,30152,470,2770252,5542688,0,8312939
"GOA",992,2013,30152,410,926570,344763,0,1271332
"GOA",992,2013,30152,270,0,22276,0,22276
"GOA",991,2011,30152,380,298179,46329,0,344508
"GOA",991,2011,30152,220,10102,10102,0,20205
"GOA",992,2011,30152,300,40258,31591,0,71849
"GOA",993,2013,30152,440,0,35720,0,35720
"GOA",991,2013,30152,270,19467,19137,0,38604
"GOA",991,2013,30152,160,0,22381,0,22381
"GOA",993,2013,30152,450,35720,58947,0,94668
"GOA",992,2011,30152,450,2030195,3387484,0,5417679
"GOA",992,2011,30152,530,0,76102,42283,118385
"GOA",992,2011,30152,480,1379740,1565216,84566,3029522
"GOA",993,2011,30152,400,14294,78292,0,92586
"GOA",992,2013,30152,300,19163,89619,0,108783
"GOA",992,2011,30152,490,364536,1763904,84566,2213006
"GOA",992,2011,30152,390,667788,432936,0,1100724
"GOA",992,2011,30152,320,66878,12278,0,79156
"GOA",991,2011,30152,360,341457,63483,0,404941
"GOA",992,2011,30152,370,352701,342188,0,694890
"GOA",991,2011,30152,370,288076,75354,0,363430
"GOA",993,2011,30152,520,15677,15677,0,31354
"GOA",991,2011,30152,490,0,46329,0,46329
"GOA",993,2011,30152,460,73966,182421,0,256387
"GOA",991,2011,30152,240,0,20205,0,20205
"GOA",992,2011,30152,520,38834,280716,0,319550
"GOA",992,2011,30152,290,13419,0,0,13419
"GOA",991,2011,30152,420,248799,509619,0,758418
"GOA",992,2013,30152,370,100958,219048,0,320006
"GOA",991,2013,30152,430,0,16838,0,16838
"GOA",991,2011,30152,260,10102,0,0,10102
"GOA",991,2011,30152,330,76636,0,0,76636
